名称,NO.,编号,心级,华丽,简约,优雅,活泼,成熟,可爱,性感,清纯,清凉,保暖,标签,标签,获取途径,分类号,分类,部位
流霞缎,213,30213,6,,A,SS,,S,,,SS,A,,,,设计图,30,外套,外套
流霞缎·紫,214,30214,6,,A,SS,,SS,,S,,S,,,,定213,30,外套,外套
条纹绅士·外套,215,30215,4,,S,SS,,A,,,A,,A,中性风,,设计图,30,外套,外套
星河纱巾·珍稀,216,30216,5,A,,SS,,,S,SS,,A,,民族风,,进234,30,外套,外套
钻影披风·华丽,217,30217,5,S,,SS,,A,,A,,,S,中性风,欧式古典,进239,30,外套,外套
森歌,218,30218,3,,A,,S,,S,,A,A,,,,8-2少,30,外套,外套
绵羊外套·华丽,219,30219,5,SS,,,A,,SS,,A,,A,,,进236,30,外套,外套
随意青春·黄,220,30220,4,,A,,SS,,A,,S,,B,,,联盟小铺,30,外套,外套
随意青春·绿,221,30221,4,,A,,A,,S,,SS,,A,,,定220,30,外套,外套
仙雾森林,222,30222,3,A,,S,,S,,A,,B,,,,设计图,30,外套,外套
仙雾森林·华丽,223,30223,4,S,,A,,SS,,A,,A,,,,进222,30,外套,外套
仙雾森林·珍稀,224,30224,5,SS,,SS,,A,,A,,S,,,,进223,30,外套,外套
暗夜森林·珍稀,225,30225,5,S,,A,,SS,,SS,,A,,,,定224,30,外套,外套
茶花纱缎,226,30226,4,,S,SS,,B,,,A,S,,,,设计图,30,外套,外套
茶花纱缎·华丽,227,30227,5,,SS,SS,,S,,,B,S,,,,进226,30,外套,外套
女神·黑白英豪,228,30228,3,,S,,A,A,,A,,,B,,,店,30,外套,外套
女神·月球飞行,229,30229,3,,S,A,,A,,A,,,A,,,店,30,外套,外套
小名媛,230,30230,3,,S,B,,S,,,B,A,,哥特风,,元素重构,30,外套,外套
小名媛·华丽,231,30231,4,A,,SS,,SS,,,A,A,,哥特风,,进230,30,外套,外套
小名媛·珍稀,232,30232,5,SS,,A,,SS,,,S,A,,哥特风,,进231,30,外套,外套
星河纱巾,233,30233,3,A,,,S,,A,B,,S,,民族风,,失落之匣,30,外套,外套
星河纱巾·华丽,234,30234,4,A,,,S,,A,A,,S,,民族风,,进233,30,外套,外套
绵羊外套,236,30236,4,,S,,A,,SS,,A,,S,冬装,小动物,元素重构,30,外套,外套
钻影披风,239,30239,4,SS,,S,,S,,A,,,B,欧式古典,中性风,联盟小铺,30,外套,外套
女神·佳人,240,30240,3,,S,A,,S,,,B,,A,,,店,30,外套,外套
女神·深海魔法,241,30241,3,B,,S,,S,,,A,,A,,,店,30,外套,外套
女神·灰色街道,242,30242,3,,B,S,,S,,B,,,A,,,店,30,外套,外套
枫叶大衣,243,30243,4,,A,SS,,S,,,B,,A,冬装,,设计图,30,外套,外套
陆军少校,254,30254,4,SS,,SS,,B,,A,,,A,军装,,设计图,30,外套,外套
海军少校,255,30255,4,A,,B,,SS,,S,,,A,军装,,定254,30,外套,外套
部落精神,256,30256,4,A,,,SS,,B,,SS,,A,民族风,,设计图,30,外套,外套
纱网·珍稀,257,30257,4,S,,,A,,S,,A,,A,原宿系,,进258,30,外套,外套
纱网·华丽,258,30258,3,A,,,S,,S,,B,,A,原宿系,,进259,30,外套,外套
纱网,259,30259,2,,B,,S,,S,,A,,A,,,设计图,30,外套,外套
春山新雨,260,30260,4,,S,SS,,,B,,S,,A,,,10-支3公,30,外套,外套
半色调·灰,261,30261,3,,A,S,,S,,A,,,A,,,10-7少,30,外套,外套
半色调·红,262,30262,3,,A,S,,A,,,S,,A,,,定261,30,外套,外套
半色调·蓝,263,30263,3,,A,S,,B,,,S,,A,,,定261,30,外套,外套
链阳·外套,264,30264,3,A,,,B,S,,S,,,A,,,店,30,外套,外套
幻影披风,265,30265,5,A,,S,,A,,S,,,A,,,幻,30,外套,外套
雪绒披肩,266,30266,5,SS,,S,,A,,A,,,A,,,幻,30,外套,外套
凌人风姿,267,30267,4,A,,SS,,S,,B,,,S,,,兑换,30,外套,外套
卓越风姿,268,30268,4,A,,A,,S,,SS,,,A,,,定267,30,外套,外套
热夏·红,269,30269,4,,A,,SS,,S,,A,A,,,,店,30,外套,外套
热夏·黑,270,30270,4,,A,B,,S,,SS,,A,,,,定269,30,外套,外套
热夏·粉,271,30271,4,,A,,S,,SS,,A,B,,,,定269,30,外套,外套
田园流苏,251,30251,2,,S,,A,,B,,S,,B,,,活动,30,外套,外套
田园流苏·华丽,252,30252,3,A,,S,,,A,,S,,B,,,进251,30,外套,外套
田园流苏·珍稀,253,30253,4,SS,,B,,,A,,SS,,A,,,进252,30,外套,外套
馨朵·白,001,40001,2,,A,,A,C,,S,,A,,,,店/迷,40,上衣,上衣
馨朵·粉,002,40002,2,,S,,A,,C,A,,A,,,,定001,40,上衣,上衣
馨朵·蓝,003,40003,2,,SS,C,,C,,A,,S,,,,定001,40,上衣,上衣
熟韵女郎,004,40004,3,,S,S,,S,,A,,A,,防晒,,店/迷/幻,40,上衣,上衣
空翼·蓝,005,40005,3,,S,,A,,A,A,,S,,,,店/迷/幻,40,上衣,上衣
空翼·白,006,40006,3,,S,,C,,S,S,,S,,,,定005,40,上衣,上衣
萝蔓·蓝,007,40007,2,,S,,B,,A,S,,A,,,,1-7少/8-7少,40,上衣,上衣
萝蔓·粉,008,40008,2,,B,,A,,A,A,,A,,,,定007,40,上衣,上衣
萝蔓·白,009,40009,2,,A,,A,,B,A,,A,,,,定007,40,上衣,上衣
蓝贞·上衣,010,40010,3,A,,,A,,A,,A,S,,洛丽塔,,vip,40,上衣,上衣
樱宁·上衣,011,40011,2,A,,A,,,A,,A,A,,洛丽塔,,设计图,40,上衣,上衣
小飞侠·背心,012,40012,2,A,,,A,,S,,A,A,,洛丽塔,,迷,40,上衣,上衣
夏蝉上衣·粉,013,40013,3,A,,,A,,S,,S,A,,洛丽塔,,设计图,40,上衣,上衣
夏蝉上衣·黄,014,40014,3,A,,,A,,A,,S,A,,洛丽塔,,定013,40,上衣,上衣
夏蝉上衣·蓝,015,40015,3,S,,,A,,S,,A,A,,洛丽塔,,定013,40,上衣,上衣
甜心骑士·上衣,016,40016,4,S,,A,,,S,,A,S,,洛丽塔,,迷/幻,40,上衣,上衣
水手服,017,40017,4,,A,,S,,S,A,,S,,学院系,,设计图,40,上衣,上衣
兔子兜·粉,018,40018,4,S,,,S,,S,,A,,S,小动物,防晒,设计图/过关有礼,40,上衣,上衣
兔子兜·白,019,40019,4,S,,,A,,S,,A,,A,小动物,防晒,定018,40,上衣,上衣
兔子兜·紫,020,40020,4,S,,,A,,S,,S,,A,小动物,防晒,定018,40,上衣,上衣
小樱桃·粉,022,40022,3,A,,,A,,S,S,,A,,,,设计图,40,上衣,上衣
小樱桃·米,023,40023,3,S,,,S,,S,A,,A,,,,定022,40,上衣,上衣
小樱桃·紫,024,40024,3,A,,,S,,S,B,,A,,,,定022,40,上衣,上衣
魅影,025,40025,3,S,,,B,,B,S,,A,,防晒,,迷/幻,40,上衣,上衣
风情·白,029,40029,1,,A,A,,,B,C,,,A,,,店/迷/304-3少/1-6少,40,上衣,上衣
风情·黑,030,40030,1,,A,B,,,C,A,,,B,,,定029,40,上衣,上衣
记者的衣橱·蓝,031,40031,2,,S,,B,,B,,B,S,,中性风,牛仔布,店/迷/1-1少,40,上衣,上衣
记者的衣橱·绿,032,40032,2,,SS,,B,,B,,C,S,,中性风,牛仔布,定031,40,上衣,上衣
记者的衣橱·黑,033,40033,2,,A,B,,B,,A,,A,,中性风,牛仔布,定031,40,上衣,上衣
记者的衣橱·白,034,40034,2,,A,A,,A,,,B,A,,中性风,牛仔布,定031,40,上衣,上衣
OL的衬衫·白,035,40035,2,,A,A,,A,,A,,B,,中性风,OL,店/迷/2-4少,40,上衣,上衣
OL的衬衫·蓝,036,40036,2,,A,S,,B,,B,,B,,中性风,OL,定035,40,上衣,上衣
OL的衬衫·黑,037,40037,2,,A,A,,B,,B,,A,,中性风,OL,定035,40,上衣,上衣
OL的衬衫·米,038,40038,2,,A,A,,A,,B,,A,,中性风,OL,定035,40,上衣,上衣
中学生,039,40039,2,,A,A,,,B,,A,A,,中性风,英伦,店/迷,40,上衣,上衣
个性学生,040,40040,2,,A,A,,B,,,A,A,,中性风,英伦,定039,40,上衣,上衣
学生主席,041,40041,2,,S,A,,A,,,S,B,,中性风,英伦,定039,40,上衣,上衣
文明起源·白,042,40042,3,,S,C,,S,,,A,,S,中性风,,设计图,40,上衣,上衣
文明起源·棕,043,40043,3,,S,A,,,A,,A,,A,中性风,,定042,40,上衣,上衣
蓝色警魂,044,40044,3,,S,,S,B,,A,,S,,中性风,,幻,40,上衣,上衣
射线·白,045,40045,3,,SS,S,,B,,,C,S,,OL,,设计图,40,上衣,上衣
射线·紫,046,40046,3,,S,S,,C,,A,,A,,OL,,定045,40,上衣,上衣
图书馆·粉,047,40047,2,,B,,A,,A,,S,A,,中性风,防晒,店/迷/4-0少/10-4少,40,上衣,上衣
图书馆·红,048,40048,2,,B,,S,B,,,S,,S,中性风,防晒,定047,40,上衣,上衣
图书馆·蓝,049,40049,2,,B,,A,C,,,S,,S,中性风,防晒,定047,40,上衣,上衣
NIKKI衫·黑,051,40051,2,,S,,A,B,,,A,A,,运动系,,设计图/4-2少,40,上衣,上衣
NIKKI衫·粉,053,40053,2,,A,,S,,B,,A,A,,运动系,,定051,40,上衣,上衣
薇薇,055,40055,4,A,,,SS,A,,S,,A,,洛丽塔,,过关有礼,40,上衣,上衣
蒸汽时代,056,40056,5,S,,S,,,B,,SS,,S,欧式古典,防晒,兑换,40,上衣,上衣
公爵千金·上衣,057,40057,5,S,,S,,,B,S,,,S,欧式古典,,幻,40,上衣,上衣
欧风衬衣,058,40058,4,S,,S,,,B,S,,,S,大小姐,防晒,幻,40,上衣,上衣
百合花精,059,40059,5,S,,S,,,B,S,,SS,,女神系,,设计图,40,上衣,上衣
绿色T恤,060,40060,2,,A,,A,,A,,A,A,,运动系,,店/迷/3-1少,40,上衣,上衣
粉色T恤,061,40061,2,,A,,A,,A,,S,A,,运动系,,定060,40,上衣,上衣
橙色T恤,062,40062,2,,A,,A,,A,,A,A,,运动系,,定060,40,上衣,上衣
紫色T恤,063,40063,2,,A,,A,,A,,A,A,,运动系,,定060,40,上衣,上衣
秋日甜心·绿,064,40064,1,,A,,A,,B,,B,,B,,,迷/1-5少,40,上衣,上衣
秋日甜心·粉,065,40065,1,,B,,A,,A,,A,,B,,,定064,40,上衣,上衣
沁蜜桃,066,40066,2,,A,,S,,A,,A,A,,防晒,,店/迷/5-4少,40,上衣,上衣
沁蔷薇,067,40067,2,A,,,B,,S,,A,A,,防晒,,定066,40,上衣,上衣
沁海风,068,40068,2,A,,,S,,A,,B,A,,防晒,碎花,定066,40,上衣,上衣
沁草莓,069,40069,2,,C,,S,,S,,S,A,,防晒,碎花,定066,40,上衣,上衣
假日心情·粉,070,40070,3,,A,A,,,S,,S,A,,,,设计图,40,上衣,上衣
假日心情·黄,071,40071,3,,A,A,,,S,,B,A,,,,定070,40,上衣,上衣
假日心情·黑,072,40072,3,,S,A,,,B,A,,S,,,,定070,40,上衣,上衣
假日心情·白,073,40073,3,,S,A,,,S,,A,S,,,,定070,40,上衣,上衣
精英衬衫,075,40075,4,,A,S,,,B,S,,S,,大小姐,OL,vip,40,上衣,上衣
西部精神,076,40076,3,,S,,S,B,,S,,S,,侠客联盟,,迷/幻/2-2公,40,上衣,上衣
西部精神·华丽,077,40077,4,A,,,A,B,,S,,S,,侠客联盟,,进076,40,上衣,上衣
性感不良·上衣,078,40078,3,,S,,A,A,,A,,S,,摇滚风,,店,40,上衣,上衣
韵冉,079,40079,3,,A,,S,,A,,S,S,,,,店,40,上衣,上衣
熊猫睡衣·上装,080,40080,3,,S,,S,,A,,A,,A,睡衣,小动物,设计图,40,上衣,上衣
爱心睡衣·上装,081,40081,3,,A,,A,,A,,S,,A,睡衣,,定080,40,上衣,上衣
夜墟,082,40082,4,A,,A,,,S,S,,,A,哥特风,洛丽塔,设计图,40,上衣,上衣
毛线的温度,083,40083,3,,S,S,,,B,,S,,A,森女系列,,迷/幻,40,上衣,上衣
娃娃领,084,40084,1,,A,,A,,A,,B,A,,,,迷,40,上衣,上衣
白日梦,085,40085,3,,B,,B,,S,,S,S,,,,幻,40,上衣,上衣
俏皮宝贝,086,40086,1,B,,,SS,,B,,B,,B,,,店/迷,40,上衣,上衣
性感雕花,087,40087,3,,SS,B,,,S,,B,,B,,,5-2少,40,上衣,上衣
蝶兰抹胸·珍稀,088,40088,5,S,,S,,,A,S,,S,,中式古典,舞者,进092,40,上衣,上衣
紫兰抹胸·珍稀,089,40089,5,S,,S,,,A,S,,S,,中式古典,舞者,定088,40,上衣,上衣
芷兰袄,090,40090,4,A,,S,,B,,,S,,S,中式古典,,迷,40,上衣,上衣
蝶兰抹胸,091,40091,3,,S,C,,,S,A,,A,,中式古典,,迷/幻/飘渺/4-2公,40,上衣,上衣
蝶兰抹胸·华丽,092,40092,4,,SS,B,,B,,S,,S,,中式古典,,进091/迷,40,上衣,上衣
民国校服,095,40095,3,,A,A,,,B,,A,S,,民国服饰,学院系,设计图,40,上衣,上衣
红马甲,096,40096,4,S,,,S,,S,,A,S,,童话系,洛丽塔,迷/幻/3-7公,40,上衣,上衣
红马甲·华丽,097,40097,4,A,,,S,,A,,S,A,,童话系,洛丽塔,进096/迷,40,上衣,上衣
红马甲·珍稀,098,40098,5,S,,,S,,SS,,S,,S,童话系,洛丽塔,进097,40,上衣,上衣
水手服上衣,099,40099,3,,A,,S,,S,,A,S,,学院系,海军风,店/迷/幻,40,上衣,上衣
玲珑·上衣,100,40100,4,S,,A,,,A,S,,S,,泳装,中式现代,设计图,40,上衣,上衣
环泳·上衣,101,40101,3,,A,S,,A,,A,,A,,泳装,,设计图,40,上衣,上衣
棒球上衣,103,40103,1,,B,,A,,A,,B,,B,冬装,,店/迷,40,上衣,上衣
倒影,105,40105,3,,A,A,,B,,A,,,S,,,店,40,上衣,上衣
半糖鸳鸯,106,40106,3,,A,A,,A,,,A,,A,,,店,40,上衣,上衣
雪绒花,108,40108,3,S,,S,,,A,S,,,B,防晒,,设计图,40,上衣,上衣
贵妇打底裙,109,40109,3,,A,S,,A,,A,,,A,冬装,,设计图,40,上衣,上衣
糕点师,113,40113,4,,A,,S,,A,S,,S,,欧式古典,,店,40,上衣,上衣
糕点师·黄,114,40114,4,,S,,A,,A,S,,S,,欧式古典,,定113,40,上衣,上衣
糕点师·灰,115,40115,4,,S,,S,,S,A,,A,,欧式古典,,定113,40,上衣,上衣
糕点师·绿,116,40116,4,,A,S,,,S,,S,A,,欧式古典,,定113,40,上衣,上衣
糕点师·粉,117,40117,4,,S,S,,,A,S,,S,,欧式古典,,套装成就,40,上衣,上衣
奶油号角,118,40118,3,,A,,A,,S,,S,S,,森女系列,,迷/幻,40,上衣,上衣
青草莓,119,40119,3,,A,,S,,S,,A,A,,碎花,,迷/幻,40,上衣,上衣
浅浅,120,40120,2,,A,A,,,A,,A,,B,森女系列,,设计图,40,上衣,上衣
年少,121,40121,2,,B,,A,,A,,S,A,,森女系列,碎花,店/迷,40,上衣,上衣
温雅侍者·衣,122,40122,3,,S,A,,A,,,S,,A,中性风,英伦,设计图,40,上衣,上衣
斯文侍者·衣,123,40123,3,S,,S,,,A,,B,,S,中性风,英伦,定122,40,上衣,上衣
风趣侍者·衣,124,40124,3,B,,B,,,A,,SS,,S,中性风,英伦,定122,40,上衣,上衣
乖顺侍者·衣,125,40125,3,S,,S,,A,,A,,,A,中性风,英伦,定122,40,上衣,上衣
美食外卖员·衣,126,40126,3,,A,,A,,S,,S,S,,中性风,,设计图,40,上衣,上衣
神圣医者·衣,127,40127,3,,B,A,,A,,,S,A,,医务使者,中性风,3-6公,40,上衣,上衣
爱丽丝仙境,128,40128,4,S,,A,,,A,,S,,S,童话系,,兑换,40,上衣,上衣
小海浪,129,40129,4,S,,,A,,A,,S,A,,运动系,,迷,40,上衣,上衣
虔诚之花·上衣,130,40130,4,S,,S,,,A,A,,A,,洛丽塔,大小姐,迷/幻,40,上衣,上衣
甜美花季·衣,131,40131,4,A,,,A,,S,,S,S,,森女系列,,成就,40,上衣,上衣
樱桃汽水,132,40132,3,,S,,S,,S,,A,A,,运动系,,店/迷/幻,40,上衣,上衣
花香,133,40133,5,,S,,S,,SS,,SS,S,,大小姐,,系统送,40,上衣,上衣
露珠,135,40135,3,,S,S,,,B,,S,S,,居家服,,迷/幻,40,上衣,上衣
露肩T恤,136,40136,2,,A,,A,,A,,A,A,,运动系,,店,40,上衣,上衣
铆钉抹胸,137,40137,3,S,,,A,A,,A,,A,,摇滚风,,设计图,40,上衣,上衣
眷恋,138,40138,4,,S,B,,S,,S,,S,,大小姐,,迷/幻/4-4公,40,上衣,上衣
雨天,139,40139,2,,A,A,,,S,,C,A,,,,3-2少,40,上衣,上衣
白雾,140,40140,2,,S,S,,,C,,C,S,,,,5-1少,40,上衣,上衣
丘丘,142,40142,3,,A,A,,,S,,S,A,,森女系列,小动物,迷/幻,40,上衣,上衣
记号,143,40143,3,,S,S,,S,,,B,,B,,,3-1少,40,上衣,上衣
撞衫,144,40144,2,,A,A,,S,,,C,,S,,,5-支2少,40,上衣,上衣
餐厅领班,145,40145,4,B,,S,,A,,,S,,S,中性风,OL,店/迷/幻,40,上衣,上衣
桔梗,146,40146,3,,S,SS,,,B,,B,,S,防晒,,迷/幻,40,上衣,上衣
有点甜,148,40148,4,,A,,S,,A,S,,A,,英伦,学院系,迷/幻,40,上衣,上衣
宁静校园,150,40150,3,,S,S,,,B,,S,A,,童话系,,店,40,上衣,上衣
笑意,151,40151,2,,A,,A,,A,C,,S,,,,店,40,上衣,上衣
值日生,152,40152,3,,S,B,,,A,,S,,B,,,7-4少,40,上衣,上衣
空羽,153,40153,3,,A,,S,,B,B,,S,,,,7-6少,40,上衣,上衣
普通两件套,154,40154,3,,A,,C,S,,S,,S,,,,3-2少,40,上衣,上衣
醒来,157,40157,2,,A,,A,,A,,A,A,,,,店,40,上衣,上衣
西瓜皮,158,40158,3,,S,S,,S,,,C,S,,防晒,,店,40,上衣,上衣
摇曳,159,40159,2,,B,,B,B,,,S,S,,,,店,40,上衣,上衣
从容,160,40160,2,,A,,A,,A,,A,,A,防晒,,店/迷,40,上衣,上衣
徘徊,162,40162,3,,A,A,,A,,,S,A,,,,设计图,40,上衣,上衣
粉色睡衣,163,40163,3,,A,,B,,S,,S,S,,睡衣,,店,40,上衣,上衣
葡萄庄园,164,40164,3,,B,S,,,B,,SS,,B,,,幻,40,上衣,上衣
海之号角·上衣,165,40165,3,,S,,S,,C,S,,A,,pop,海军风,2-支1少,40,上衣,上衣
海滨,166,40166,3,,S,A,,B,,S,,S,,pop,海军风,迷/幻,40,上衣,上衣
俏海,167,40167,2,,A,,A,,A,B,,S,,海军风,,店/迷,40,上衣,上衣
好心情·吐司,169,40169,1,,C,,C,,A,,A,S,,森女系列,,店,40,上衣,上衣
好心情·羊羹,170,40170,1,,S,,C,,B,,C,S,,森女系列,,定169,40,上衣,上衣
好心情·花茶,171,40171,1,,A,,A,,C,,A,A,,森女系列,,定169,40,上衣,上衣
全棉上衣·褐,172,40172,1,,B,,A,,A,,B,B,,碎花,,迷/304-5少/1-8少,40,上衣,上衣
全棉上衣·白,173,40173,1,,A,,A,,B,,A,B,,碎花,,定172,40,上衣,上衣
轻柔,174,40174,1,,A,,B,,B,,B,A,,碎花,,店/迷,40,上衣,上衣
芬芳·粉,179,40179,1,,B,,B,,A,,A,,B,碎花,防晒,迷/2-1少/8-9少/9-1少,40,上衣,上衣
芬芳·青,180,40180,1,,A,,A,,A,,B,,B,碎花,防晒,定179,40,上衣,上衣
运动少女,181,40181,1,,A,,A,,B,,A,,B,居家服,防晒,店/迷/8-8少/5-1少/9-8少,40,上衣,上衣
运动服·绿,182,40182,1,,A,,B,,B,,A,A,,居家服,,迷/1-9少/8-2少,40,上衣,上衣
运动服·黑白,183,40183,1,,B,,A,,A,,B,B,,居家服,,定182,40,上衣,上衣
运动服·粉,184,40184,1,,A,,B,,B,,A,B,,居家服,,定182,40,上衣,上衣
运动外套,185,40185,1,,A,,B,,B,,A,,B,运动系,,迷,40,上衣,上衣
运动背心,190,40190,2,,A,,A,,A,B,,B,,运动系,,迷,40,上衣,上衣
时尚搭配,191,40191,2,,S,S,,S,,,C,,B,学院系,中性风,店,40,上衣,上衣
小镇姑娘,196,40196,3,,B,S,,,B,,S,S,,中式现代,民国服饰,店,40,上衣,上衣
无袖背心·黑,201,40201,3,,C,A,,S,,A,,A,,,,店,40,上衣,上衣
无袖背心·粉,202,40202,3,,A,A,,A,,C,,S,,,,定201,40,上衣,上衣
炸弹·黑,205,40205,3,,S,S,,,B,S,,S,,睡衣,,迷/幻,40,上衣,上衣
炸弹·白,206,40206,3,,A,S,,,B,A,,S,,睡衣,,定205,40,上衣,上衣
小炸弹,207,40207,3,,A,,S,,B,A,,S,,睡衣,,迷/幻,40,上衣,上衣
紧身背心·黑,208,40208,2,,A,,S,A,,A,,A,,睡衣,,店/设计图/3-4少,40,上衣,上衣
紧身背心·灰,209,40209,2,,A,,A,A,,A,,S,,睡衣,,定208,40,上衣,上衣
夜色·白,212,40212,3,,A,,A,,B,S,,A,,睡衣,,店/迷/幻,40,上衣,上衣
夜色·黑,213,40213,3,,S,,A,A,,A,,A,,睡衣,,定212,40,上衣,上衣
夜色·灰,214,40214,3,,A,,A,S,,A,,A,,睡衣,,定212,40,上衣,上衣
粉色机翼,215,40215,3,,S,,A,A,,S,,A,,,,8-3少,40,上衣,上衣
生长·白,216,40216,3,,B,,B,SS,,,S,,B,,,店,40,上衣,上衣
个性涂鸦,219,40219,3,,S,,B,S,,S,,A,,pop,,店,40,上衣,上衣
柠檬汁,223,40223,2,,A,,A,,B,B,,A,,,,迷,40,上衣,上衣
蓝莓记忆,224,40224,4,,S,S,,C,,S,,S,,pop,,迷/幻,40,上衣,上衣
香蕉奶昔,225,40225,1,,A,,B,,A,,B,A,,运动系,,迷,40,上衣,上衣
绿星魂,226,40226,1,,A,,A,,B,,B,,A,运动系,防晒,店/迷,40,上衣,上衣
紫芋,227,40227,1,,A,A,,C,,,B,,B,,,店/迷,40,上衣,上衣
鱼骨上衣,229,40229,3,,S,,B,S,,A,,B,,,,7-2少,40,上衣,上衣
浅咖毛衣,238,40238,3,,A,A,,,S,,A,,A,,,迷/幻,40,上衣,上衣
西岚,240,40240,3,,S,,B,,S,,A,S,,,,迷/幻,40,上衣,上衣
舞娘上衣,241,40241,4,S,,,A,,B,S,,SS,,舞者,印度服饰,店,40,上衣,上衣
首席特助·衣,242,40242,4,S,,A,,,B,,S,,S,欧式古典,,店,40,上衣,上衣
超级特工·衣,243,40243,4,A,,S,,S,,S,,A,,侠客联盟,摇滚风,设计图,40,上衣,上衣
绩点,244,40244,3,,S,C,,,S,,B,S,,,,6-9少,40,上衣,上衣
苏打水·蓝,248,40248,3,,S,,A,,A,,S,A,,pop,碎花,店/迷/幻,40,上衣,上衣
苏打水·黑,249,40249,3,,A,,A,,A,,B,A,,pop,碎花,定248,40,上衣,上衣
红晕,253,40253,3,,A,S,,S,,,A,,A,,,6-5少/套装成就,40,上衣,上衣
风信子,256,40256,4,,S,,A,,B,,S,SS,,pop,,店/迷/幻,40,上衣,上衣
猫之语·黑,257,40257,4,,A,,A,S,,A,,A,,摇滚风,小动物,店/迷/幻,40,上衣,上衣
猫之语·白,258,40258,4,,A,,S,,A,S,,S,,摇滚风,小动物,定257,40,上衣,上衣
回音,259,40259,3,,A,A,,A,,,A,S,,,,6-3少,40,上衣,上衣
空气炸锅,260,40260,3,,A,,S,,S,B,,B,,居家服,,店/迷/幻,40,上衣,上衣
烟花会,261,40261,3,,A,,S,,A,,A,,A,碎花,,迷/幻,40,上衣,上衣
珍珠佳人,262,40262,3,,S,,A,B,,S,,S,,睡衣,,2-9少,40,上衣,上衣
渡鸦,266,40266,3,,C,S,,S,,,S,,S,,,店/6-6少,40,上衣,上衣
枫糖毛衣,268,40268,3,,B,,S,,A,,A,,S,冬装,,7-8少,40,上衣,上衣
粉色风暴·上衣,271,40271,3,,A,,A,,A,,A,A,,泳装,,设计图,40,上衣,上衣
渐变色毛衣,272,40272,3,,S,S,,,B,,A,,S,森女系列,冬装,迷/幻,40,上衣,上衣
鸡心领毛衣,273,40273,2,,A,B,,A,,B,,,A,居家服,防晒,迷/8-6少/6-2少,40,上衣,上衣
冬恋奇迹,274,40274,5,A,,,B,,S,,C,,S,,,迷,40,上衣,上衣
小野猫·上衣,275,40275,2,,A,S,,A,,B,,B,,泳装,,4-3少/联盟小铺,40,上衣,上衣
普通衬衫,280,40280,1,,A,A,,B,,,A,,C,,,4-8少,40,上衣,上衣
绵羊T恤,288,40288,2,,A,,A,,A,,A,A,,,,5-7少,40,上衣,上衣
新年羊·白,289,40289,3,,A,,C,,S,,S,A,,,,店,40,上衣,上衣
新年羊·红,290,40290,3,,A,,B,,A,,S,S,,,,定289,40,上衣,上衣
新年羊·星空,291,40291,3,,S,,S,S,,,B,S,,,,定289,40,上衣,上衣
概念马甲,292,40292,4,,B,S,,S,,S,,S,,,,店,40,上衣,上衣
心之影,294,40294,4,,B,S,,S,,S,,S,,,,店,40,上衣,上衣
领域杀手,295,40295,2,,B,,C,S,,S,,S,,,,套装成就,40,上衣,上衣
迷彩背心,296,40296,3,,A,,A,A,,A,,A,,中性风,,店,40,上衣,上衣
淑女衫·白,297,40297,2,,B,B,,A,,,SS,,A,,,店,40,上衣,上衣
淑女衫·红,298,40298,2,,C,S,,A,,,A,,C,,,定297,40,上衣,上衣
丝绸河流,299,40299,2,,B,B,,A,,A,,SS,,,,5-4少,40,上衣,上衣
紫薯毛衣,300,40300,3,,S,S,,S,,B,,,A,,,店,40,上衣,上衣
豆沙毛衣,301,40301,3,,A,S,,S,,B,,,S,,,定300,40,上衣,上衣
檀扣·赤,302,40302,4,S,,S,,,C,,S,S,,,,店,40,上衣,上衣
檀扣·绿,303,40303,4,A,,B,,,B,,SS,SS,,,,定302,40,上衣,上衣
水手服上衣·粉,307,40307,3,,S,,S,,A,,A,A,,学院系,,定099,40,上衣,上衣
水手服上衣·黑,308,40308,3,,S,,B,S,,B,,S,,学院系,,定099,40,上衣,上衣
芙蓉浦·素,309,40309,3,,S,S,,,B,,S,S,,,,店,40,上衣,上衣
芙蓉浦·哑,310,40310,3,,B,S,,A,,,S,S,,,,定309,40,上衣,上衣
芙蓉浦·赤,311,40311,3,,B,S,,S,,,B,S,,,,定309,40,上衣,上衣
生长,312,40312,3,,S,S,,S,,,B,,B,,,定216,40,上衣,上衣
泡泡袖·紫,322,40322,3,,B,,B,,S,,S,S,,,,店,40,上衣,上衣
泡泡袖·粉,323,40323,3,,A,,A,,A,,A,A,,,,定322,40,上衣,上衣
泡泡袖·黄,324,40324,3,,A,,C,,S,,S,S,,,,定322,40,上衣,上衣
冬恋奇迹·紫,326,40326,4,,SS,B,,B,,,SS,,S,,,幻,40,上衣,上衣
月色无边·白,336,40336,4,,S,A,,,A,,S,A,,睡衣,,店,40,上衣,上衣
月色无边·薄荷,337,40337,4,,S,A,,,S,,A,A,,睡衣,,定336,40,上衣,上衣
月色无边·紫,338,40338,4,,S,A,,,A,S,,A,,睡衣,,定336,40,上衣,上衣
学海无涯,339,40339,3,,S,,S,,S,,B,,C,运动系,,店,40,上衣,上衣
职业秘书·衣,340,40340,3,B,,S,,S,,,B,,A,英伦,,店,40,上衣,上衣
船锚上衣·蓝,341,40341,3,,A,,S,,B,,S,A,,海军风,,7-4少,40,上衣,上衣
船锚上衣·白,342,40342,3,,B,,S,,A,,S,A,,海军风,,定341,40,上衣,上衣
